evidence_block,grain,item,item_2,item_3,rank_label,rank_value,orders,customers,stores,products,channels,net_sales_proxy,gross_margin_proxy,gross_margin_proxy_rate_pct,avg_discount_pct,avg_order_to_ship_days,avg_ship_to_delivery_days,avg_order_to_delivery_days,share_pct,notes
monthly_discount_timing,order_month_discount_bucket,2018-10,mid_discount,,discount_bucket,,77,43,70,39,4,645488.05,243680.667,37.7514,12.4026,14.8052,5.8571,20.6623,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2018-12,low_discount,,discount_bucket,,167,49,135,46,4,1675279.39,627697.9565,37.4683,6.1677,16.0599,5.6886,21.7485,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2019-09,mid_discount,,discount_bucket,,76,39,67,35,4,797042.05,296246.8045,37.1683,12.1711,15.4737,5.7763,21.25,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2020-05,high_discount,,discount_bucket,,44,23,42,29,4,333232.54,131427.779,39.4403,26.5909,16.1818,5.2955,21.4773,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2020-06,mid_discount,,discount_bucket,,72,38,62,41,4,588771.21,216521.6935,36.7752,12.2222,16.4722,5.9861,22.4583,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2020-07,mid_discount,,discount_bucket,,79,41,73,37,4,693402.765,261891.916,37.7691,11.962,16.481,5.3924,21.8734,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2020-08,low_discount,,discount_bucket,,138,44,115,45,4,1262348.005,478995.0688,37.9448,6.1413,15.6449,5.9855,21.6304,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2019-06,high_discount,,discount_bucket,,45,30,43,26,4,357563.59,147928.789,41.3713,27.5556,13.3111,4.7111,18.0222,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2018-06,high_discount,,discount_bucket,,48,31,47,35,4,319492.18,113674.779,35.5798,27.7083,13.4375,4.875,18.3125,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2018-09,low_discount,,discount_bucket,,141,47,111,46,4,1406236.7025,531523.0458,37.7976,6.0284,15.4468,5.5248,20.9716,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2018-11,mid_discount,,discount_bucket,,69,36,63,36,4,768564.035,243101.3875,31.6306,11.6667,15.9855,4.8406,20.8261,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2019-01,low_discount,,discount_bucket,,166,50,136,47,4,1604375.3,585403.3712,36.4879,6.1898,15.9096,5.4458,21.3554,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2019-10,low_discount,,discount_bucket,,128,49,104,44,4,1158987.9425,440187.9513,37.9804,6.2305,16.1875,5.8828,22.0703,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2019-11,high_discount,,discount_bucket,,46,32,45,28,4,367955.96,137774.036,37.4431,27.8261,15.6739,6.0217,21.6957,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2019-12,high_discount,,discount_bucket,,38,26,35,28,4,332291.19,131374.071,39.5358,28.6842,13.1053,4.9211,18.0263,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2020-01,mid_discount,,discount_bucket,,85,42,76,39,4,738772.82,272983.6465,36.951,11.8235,14.4235,5.4353,19.8588,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2020-03,low_discount,,discount_bucket,,128,47,112,40,4,1221131.615,440624.5285,36.0833,6.0742,15.7031,5.3984,21.1016,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2020-04,mid_discount,,discount_bucket,,78,39,69,37,4,598593.41,234912.1315,39.244,11.7308,15.0513,5.0385,20.0897,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2020-10,low_discount,,discount_bucket,,146,44,125,41,4,1291568.715,476530.1408,36.8955,6.1986,13.726,5.4041,19.1301,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2020-12,mid_discount,,discount_bucket,,63,35,50,35,4,477846.68,162918.007,34.0942,11.8254,15.873,5.8571,21.7302,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2019-03,mid_discount,,discount_bucket,,75,39,65,38,4,689000.195,260459.142,37.8025,12.0667,14.3333,5.72,20.0533,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2018-07,high_discount,,discount_bucket,,47,30,47,36,4,419331.56,153834.207,36.6856,25.7447,17.4043,4.6809,22.0851,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2018-08,low_discount,,discount_bucket,,140,48,115,44,4,1432227.6775,497107.2495,34.7087,6.2143,14.9071,5.45,20.3571,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2018-10,high_discount,,discount_bucket,,34,23,31,26,4,264687.52,99210.135,37.482,25.2941,13.9118,5.2059,19.1176,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2019-09,high_discount,,discount_bucket,,35,27,34,25,4,261304.02,100991.719,38.6491,27.4286,13.1429,5.1429,18.2857,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2020-05,mid_discount,,discount_bucket,,80,39,71,42,4,774298.23,295521.622,38.1664,12.3125,15.125,5.575,20.7,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2020-06,high_discount,,discount_bucket,,44,32,43,27,4,234216.59,103439.301,44.164,28.4091,16.7955,5.5455,22.3409,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2020-07,high_discount,,discount_bucket,,35,22,32,25,4,282547.04,91264.417,32.3006,29.4286,14.8,5.1143,19.9143,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2020-11,low_discount,,discount_bucket,,132,46,117,43,4,1236446.6425,483313.415,39.0889,6.0417,14.303,5.6591,19.9621,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2019-05,low_discount,,discount_bucket,,141,47,119,45,4,1387508.36,509258.7973,36.7031,5.922,14.5248,5.1348,19.6596,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2019-06,mid_discount,,discount_bucket,,62,34,59,35,4,504372.985,183583.8425,36.3984,11.7742,15.2581,5.3226,20.5806,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2019-07,low_discount,,discount_bucket,,131,50,109,46,4,1043420.815,414899.1765,39.7634,6.1641,14.3893,5.2901,19.6794,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2019-08,low_discount,,discount_bucket,,160,48,127,47,4,1617303.955,599203.7565,37.0495,6.2188,13.9563,5.65,19.6063,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2018-05,low_discount,,discount_bucket,,6,6,6,6,4,52460.1625,17590.496,33.5312,6.25,15.5,6.6667,22.1667,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2018-06,mid_discount,,discount_bucket,,70,36,64,39,4,577414.71,203202.2705,35.1917,12.0714,14.6143,5.4,20.0143,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2018-11,high_discount,,discount_bucket,,37,26,35,30,4,283797.93,123561.175,43.5384,29.4595,14.8919,5.8378,20.7297,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2019-11,mid_discount,,discount_bucket,,74,38,67,36,4,736665.335,276625.7545,37.5511,12.5,14.8514,5.4865,20.3378,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2019-12,mid_discount,,discount_bucket,,74,43,61,39,4,678530.44,258676.626,38.1231,12.4324,15.1081,5.6486,20.7568,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2020-01,high_discount,,discount_bucket,,37,27,35,26,4,245918.81,84278.317,34.2708,25.9459,13.4865,5.6486,19.1351,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2020-02,low_discount,,discount_bucket,,154,50,121,45,4,1612737.235,606617.7933,37.6142,6.1039,14.6039,5.4545,20.0584,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2020-04,high_discount,,discount_bucket,,47,28,41,30,4,290445.67,97098.209,33.4308,26.383,13.9787,6.1915,20.1702,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2020-09,low_discount,,discount_bucket,,135,46,114,40,4,1137854.1325,428201.8935,37.6324,6.2037,15.3037,5.7037,21.0074,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2020-12,high_discount,,discount_bucket,,41,29,38,31,4,460690.66,180461.928,39.172,27.8049,16.1463,5.439,21.5854,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2019-02,low_discount,,discount_bucket,,131,49,112,45,4,1173302.8275,454628.0275,38.7477,6.0305,14.916,5.458,20.374,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2019-03,high_discount,,discount_bucket,,28,23,28,22,4,272084.99,94099.26,34.5845,28.5714,13.3214,5.7857,19.1071,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2019-04,low_discount,,discount_bucket,,144,45,113,43,4,1467809.3675,550324.6445,37.4929,6.1458,16.7431,5.9028,22.6458,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
