evidence_block,grain,item,item_2,item_3,rank_label,rank_value,inspections,establishments,violations,critical_violations,serious_violations,minor_violations,total_fine,violation_share_pct,fine_share_pct,avg_fine_per_violation,notes
facility_category_profile,facility_type_category,RESEARCH KITCHEN,Food Maintenance,,category_rank_in_facility_type,1.0,4,1,11,0,0,0,1100.0,0.0021,0.0018,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,RESEARCH KITCHEN,Food Protection,,category_rank_in_facility_type,2.0,2,1,3,0,0,0,300.0,0.0006,0.0005,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,REST/GROCERY,Food Maintenance,,category_rank_in_facility_type,1.0,11,2,29,0,0,0,2900.0,0.0055,0.0046,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,REST/GROCERY,Food Protection,,category_rank_in_facility_type,2.0,11,2,21,3,0,0,3300.0,0.004,0.0053,157.1429,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,REST/GROCERY,Display of Inspection Report Summary,,category_rank_in_facility_type,3.0,1,1,1,0,0,0,250.0,0.0002,0.0004,250.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,SUPPORTIVE LIVING FACILITY,Food Maintenance,,category_rank_in_facility_type,1.0,5,1,14,0,0,0,1100.0,0.0027,0.0018,78.5714,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,SUPPORTIVE LIVING FACILITY,Food Protection,,category_rank_in_facility_type,2.0,5,1,10,0,0,0,1050.0,0.0019,0.0017,105.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,SUPPORTIVE LIVING FACILITY,Insect and Rodent Control,,category_rank_in_facility_type,3.0,2,1,2,0,0,0,250.0,0.0004,0.0004,125.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,TAVERN/LIQUOR,Food Maintenance,,category_rank_in_facility_type,1.0,1,1,3,0,0,0,0.0,0.0006,0.0,0.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,TAVERN/LIQUOR,Insect and Rodent Control,,category_rank_in_facility_type,2.0,1,1,1,0,0,0,0.0,0.0002,0.0,0.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,TAVERN/LIQUOR,Toilet and Hand Washing Facilities for Staff,,category_rank_in_facility_type,3.0,1,1,1,1,0,0,0.0,0.0002,0.0,0.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,fitness center,Food Maintenance,,category_rank_in_facility_type,1.0,1,1,2,0,0,0,200.0,0.0004,0.0003,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,fitness center,Food Protection,,category_rank_in_facility_type,2.0,1,1,1,0,0,0,100.0,0.0002,0.0002,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,fitness center,Personnel,,category_rank_in_facility_type,3.0,1,1,1,0,0,0,250.0,0.0002,0.0004,250.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,snack shop,Food Maintenance,,category_rank_in_facility_type,1.0,3,1,4,0,0,0,400.0,0.0008,0.0006,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,snack shop,Food Protection,,category_rank_in_facility_type,2.0,2,1,2,0,0,0,200.0,0.0004,0.0003,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,watermelon house,Food Maintenance,,category_rank_in_facility_type,1.0,3,1,5,0,0,0,400.0,0.001,0.0006,80.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,watermelon house,Insect and Rodent Control,,category_rank_in_facility_type,2.0,2,1,2,0,0,0,500.0,0.0004,0.0008,250.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,watermelon house,Food Protection,,category_rank_in_facility_type,3.0,1,1,1,0,0,0,250.0,0.0002,0.0004,250.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,1023 CHILDERN'S SERVICE FACILITY,Food Maintenance,,category_rank_in_facility_type,1.0,5,2,12,0,0,0,700.0,0.0023,0.0011,58.3333,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,1023 CHILDERN'S SERVICE FACILITY,Food Protection,,category_rank_in_facility_type,2.0,4,2,6,0,0,0,400.0,0.0011,0.0006,66.6667,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,1023 CHILDERN'S SERVICE FACILITY,Insect and Rodent Control,,category_rank_in_facility_type,3.0,4,2,4,0,0,0,500.0,0.0008,0.0008,125.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,1023-CHILDREN'S SERVICES FACILITY,Food Maintenance,,category_rank_in_facility_type,1.0,18,5,36,0,0,0,3600.0,0.0069,0.0058,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,1023-CHILDREN'S SERVICES FACILITY,Food Protection,,category_rank_in_facility_type,2.0,14,5,18,4,0,0,3400.0,0.0034,0.0054,188.8889,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,1023-CHILDREN'S SERVICES FACILITY,Insect and Rodent Control,,category_rank_in_facility_type,3.0,4,2,4,0,0,0,1000.0,0.0008,0.0016,250.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,AFTER SCHOOL PROGRAM,Food Maintenance,,category_rank_in_facility_type,1.0,4,1,10,0,0,0,800.0,0.0019,0.0013,80.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,AFTER SCHOOL PROGRAM,Food Equipment and Utensil,,category_rank_in_facility_type,2.0,2,1,2,0,0,0,250.0,0.0004,0.0004,125.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,AFTER SCHOOL PROGRAM,Insect and Rodent Control,,category_rank_in_facility_type,3.0,2,1,2,0,0,0,250.0,0.0004,0.0004,125.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,BUTCHER,Food Maintenance,,category_rank_in_facility_type,1.0,12,1,39,0,0,0,3100.0,0.0074,0.005,79.4872,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,BUTCHER,Food Protection,,category_rank_in_facility_type,2.0,8,1,10,1,0,0,1400.0,0.0019,0.0022,140.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,BUTCHER,Insect and Rodent Control,,category_rank_in_facility_type,3.0,9,1,9,0,0,0,1500.0,0.0017,0.0024,166.6667,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,CANDY STORE,Food Maintenance,,category_rank_in_facility_type,1.0,4,1,6,0,0,0,600.0,0.0011,0.001,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,CANDY STORE,Insect and Rodent Control,,category_rank_in_facility_type,2.0,4,1,4,0,0,0,750.0,0.0008,0.0012,187.5,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,CANDY/GELATO,Food Maintenance,,category_rank_in_facility_type,1.0,6,1,7,0,0,0,700.0,0.0013,0.0011,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,CANDY/GELATO,Food Protection,,category_rank_in_facility_type,2.0,1,1,1,0,0,0,100.0,0.0002,0.0002,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,CHARTER SCHOOL,Food Maintenance,,category_rank_in_facility_type,1.0,6,1,19,0,0,0,1900.0,0.0036,0.003,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,CHARTER SCHOOL,Food Protection,,category_rank_in_facility_type,2.0,4,1,6,0,0,0,600.0,0.0011,0.001,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,CHARTER SCHOOL,Compliance,,category_rank_in_facility_type,3.0,2,1,2,0,0,0,250.0,0.0004,0.0004,125.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,COFFEE ROASTER,Food Maintenance,,category_rank_in_facility_type,1.0,1,1,1,0,0,0,100.0,0.0002,0.0002,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,DAYCARE,Food Maintenance,,category_rank_in_facility_type,1.0,25,14,45,0,0,0,4500.0,0.0086,0.0072,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,DAYCARE,Food Protection,,category_rank_in_facility_type,2.0,9,6,9,0,0,0,900.0,0.0017,0.0014,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,DAYCARE,Personnel,,category_rank_in_facility_type,3.0,3,2,3,0,0,0,750.0,0.0006,0.0012,250.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,DOLLAR STORE,Food Maintenance,,category_rank_in_facility_type,1.0,2,1,6,0,0,0,600.0,0.0011,0.001,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,DOLLAR STORE,Food Protection,,category_rank_in_facility_type,2.0,2,1,2,0,0,0,200.0,0.0004,0.0003,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,DOLLAR STORE,Insect and Rodent Control,,category_rank_in_facility_type,3.0,2,1,2,0,0,0,500.0,0.0004,0.0008,250.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Daycare Combo 1586,Food Maintenance,,category_rank_in_facility_type,1.0,551,185,1414,0,0,0,120500.0,0.2692,0.1929,85.2192,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Daycare Combo 1586,Food Protection,,category_rank_in_facility_type,2.0,332,141,483,70,0,0,61650.0,0.092,0.0987,127.6398,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Daycare Combo 1586,Insect and Rodent Control,,category_rank_in_facility_type,3.0,218,82,257,0,0,0,39750.0,0.0489,0.0636,154.6693,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,FROZEN DESSERT PUSHCARTS,Food Protection,,category_rank_in_facility_type,1.0,2,1,3,2,0,0,1100.0,0.0006,0.0018,366.6667,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,GROCERY STORE/RESTAURANT,Food Maintenance,,category_rank_in_facility_type,1.0,3,1,6,0,0,0,600.0,0.0011,0.001,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,GROCERY STORE/RESTAURANT,Food Protection,,category_rank_in_facility_type,2.0,3,1,4,1,0,0,800.0,0.0008,0.0013,200.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,GROCERY STORE/RESTAURANT,Insect and Rodent Control,,category_rank_in_facility_type,3.0,2,1,2,0,0,0,250.0,0.0004,0.0004,125.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,GROCERY STORE/TAQUERIA,Food Maintenance,,category_rank_in_facility_type,1.0,10,2,38,0,0,0,2900.0,0.0072,0.0046,76.3158,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,GROCERY STORE/TAQUERIA,Food Protection,,category_rank_in_facility_type,2.0,10,2,18,1,0,0,1700.0,0.0034,0.0027,94.4444,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,GROCERY STORE/TAQUERIA,Insect and Rodent Control,,category_rank_in_facility_type,3.0,2,1,4,0,0,0,500.0,0.0008,0.0008,125.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Grocery Store,Food Maintenance,,category_rank_in_facility_type,1.0,14916,4271,44619,0,0,0,3844100.0,8.4944,6.1539,86.1539,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Grocery Store,Food Protection,,category_rank_in_facility_type,2.0,11907,3452,20640,2437,0,0,2703900.0,3.9294,4.3286,131.0029,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Grocery Store,Insect and Rodent Control,,category_rank_in_facility_type,3.0,5511,1974,6317,0,0,0,1014750.0,1.2026,1.6245,160.638,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,HERBAL STORE,Food Maintenance,,category_rank_in_facility_type,1.0,1,1,1,0,0,0,100.0,0.0002,0.0002,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,SMOKEHOUSE,Food Maintenance,,category_rank_in_facility_type,1.0,3,1,7,0,0,0,700.0,0.0013,0.0011,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,SMOKEHOUSE,Food Protection,,category_rank_in_facility_type,2.0,3,1,3,0,0,0,300.0,0.0006,0.0005,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,dollar store,Food Maintenance,,category_rank_in_facility_type,1.0,8,4,12,0,0,0,1200.0,0.0023,0.0019,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,dollar store,Food Protection,,category_rank_in_facility_type,2.0,5,3,7,0,0,0,700.0,0.0013,0.0011,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,dollar store,Insect and Rodent Control,,category_rank_in_facility_type,3.0,6,2,6,0,0,0,1250.0,0.0011,0.002,208.3333,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,night club,Food Protection,,category_rank_in_facility_type,1.0,1,1,2,0,0,0,200.0,0.0004,0.0003,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,tavern,Food Maintenance,,category_rank_in_facility_type,1.0,15,6,45,0,0,0,4000.0,0.0086,0.0064,88.8889,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,tavern,Food Protection,,category_rank_in_facility_type,2.0,12,5,22,0,0,0,2250.0,0.0042,0.0036,102.2727,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,tavern,Insect and Rodent Control,,category_rank_in_facility_type,3.0,9,4,9,0,0,0,1750.0,0.0017,0.0028,194.4444,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,tavern/restaurant,Food Maintenance,,category_rank_in_facility_type,1.0,2,1,8,0,0,0,400.0,0.0015,0.0006,50.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,tavern/restaurant,Food Protection,,category_rank_in_facility_type,2.0,2,1,4,0,0,0,200.0,0.0008,0.0003,50.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,tavern/restaurant,Insect and Rodent Control,,category_rank_in_facility_type,3.0,2,1,2,0,0,0,250.0,0.0004,0.0004,125.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,1584-DAY CARE ABOVE 2 YEARS,Food Maintenance,,category_rank_in_facility_type,1.0,1,1,2,0,0,0,200.0,0.0004,0.0003,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,1584-DAY CARE ABOVE 2 YEARS,Food Protection,,category_rank_in_facility_type,2.0,1,1,1,1,0,0,500.0,0.0002,0.0008,500.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,1584-DAY CARE ABOVE 2 YEARS,Insect and Rodent Control,,category_rank_in_facility_type,3.0,1,1,1,0,0,0,250.0,0.0002,0.0004,250.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,ART GALLERY,Food Maintenance,,category_rank_in_facility_type,1.0,1,1,1,0,0,0,100.0,0.0002,0.0002,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,ART GALLERY,Insect and Rodent Control,,category_rank_in_facility_type,2.0,1,1,1,0,0,0,250.0,0.0002,0.0004,250.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,ART GALLERY,Toilet and Hand Washing Facilities for Staff,,category_rank_in_facility_type,3.0,1,1,1,1,0,0,500.0,0.0002,0.0008,500.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,COOKING SCHOOL,Food Maintenance,,category_rank_in_facility_type,1.0,4,2,14,0,0,0,900.0,0.0027,0.0014,64.2857,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,COOKING SCHOOL,Food Protection,,category_rank_in_facility_type,2.0,2,1,4,0,0,0,350.0,0.0008,0.0006,87.5,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,COOKING SCHOOL,Toilet and Hand Washing Facilities for Staff,,category_rank_in_facility_type,3.0,2,1,2,2,0,0,500.0,0.0004,0.0008,250.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,DRUG/FOOD STORE,Food Maintenance,,category_rank_in_facility_type,1.0,5,1,10,0,0,0,1000.0,0.0019,0.0016,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,DRUG/FOOD STORE,Food Protection,,category_rank_in_facility_type,2.0,4,2,7,0,0,0,500.0,0.0013,0.0008,71.4286,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,DRUG/FOOD STORE,Food Equipment and Utensil Sanitation,,category_rank_in_facility_type,3.0,1,1,1,1,0,0,500.0,0.0002,0.0008,500.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Daycare (Under 2 Years),Food Maintenance,,category_rank_in_facility_type,1.0,135,48,349,0,0,0,31400.0,0.0664,0.0503,89.9713,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Daycare (Under 2 Years),Food Protection,,category_rank_in_facility_type,2.0,79,33,131,20,0,0,17800.0,0.0249,0.0285,135.8779,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Daycare (Under 2 Years),Insect and Rodent Control,,category_rank_in_facility_type,3.0,31,13,33,0,0,0,5000.0,0.0063,0.008,151.5152,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Deli,Food Maintenance,,category_rank_in_facility_type,1.0,3,1,5,0,0,0,500.0,0.001,0.0008,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Deli,Food Protection,,category_rank_in_facility_type,2.0,3,1,3,0,0,0,300.0,0.0006,0.0005,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,HOOKA BAR,Food Maintenance,,category_rank_in_facility_type,1.0,1,1,1,0,0,0,100.0,0.0002,0.0002,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Hospital,Food Maintenance,,category_rank_in_facility_type,1.0,268,71,695,0,0,0,61500.0,0.1323,0.0985,88.4892,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Hospital,Food Protection,,category_rank_in_facility_type,2.0,246,67,416,53,0,0,57800.0,0.0792,0.0925,138.9423,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Hospital,Insect and Rodent Control,,category_rank_in_facility_type,3.0,87,30,89,0,0,0,14250.0,0.0169,0.0228,160.1124,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Live Poultry,Food Maintenance,,category_rank_in_facility_type,1.0,12,1,35,0,0,0,3300.0,0.0067,0.0053,94.2857,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Live Poultry,Food Protection,,category_rank_in_facility_type,2.0,11,1,19,0,0,0,1900.0,0.0036,0.003,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Live Poultry,Insect and Rodent Control,,category_rank_in_facility_type,3.0,7,1,7,0,0,0,1000.0,0.0013,0.0016,142.8571,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,MOBILE FOOD TRUCK,Food Protection,,category_rank_in_facility_type,1.0,11,2,17,6,0,0,2600.0,0.0032,0.0042,152.9412,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,MOBILE FOOD TRUCK,Food Maintenance,,category_rank_in_facility_type,2.0,6,1,7,0,0,0,500.0,0.0013,0.0008,71.4286,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,MOBILE FOOD TRUCK,Insect and Rodent Control,,category_rank_in_facility_type,3.0,7,1,7,0,0,0,1250.0,0.0013,0.002,178.5714,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Nutrition Store,Food Maintenance,,category_rank_in_facility_type,1.0,1,1,2,0,0,0,200.0,0.0004,0.0003,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Nutrition Store,Food Protection,,category_rank_in_facility_type,2.0,1,1,1,0,0,0,100.0,0.0002,0.0002,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,PANTRY,Food Maintenance,,category_rank_in_facility_type,1.0,6,1,13,0,0,0,1300.0,0.0025,0.0021,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,PANTRY,Food Protection,,category_rank_in_facility_type,2.0,5,1,5,1,0,0,900.0,0.001,0.0014,180.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,PANTRY,Insect and Rodent Control,,category_rank_in_facility_type,3.0,1,1,1,0,0,0,250.0,0.0002,0.0004,250.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,RESTUARANT AND BAR,Food Maintenance,,category_rank_in_facility_type,1.0,6,2,25,0,0,0,2100.0,0.0048,0.0034,84.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,RESTUARANT AND BAR,Food Protection,,category_rank_in_facility_type,2.0,6,2,10,0,0,0,800.0,0.0019,0.0013,80.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,RESTUARANT AND BAR,Insect and Rodent Control,,category_rank_in_facility_type,3.0,2,1,4,0,0,0,1000.0,0.0008,0.0016,250.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,RIVERWALK CAFE,Food Maintenance,,category_rank_in_facility_type,1.0,3,1,5,0,0,0,400.0,0.001,0.0006,80.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,RIVERWALK CAFE,Food Protection,,category_rank_in_facility_type,2.0,3,1,4,3,0,0,1100.0,0.0008,0.0018,275.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,RIVERWALK CAFE,Personnel,,category_rank_in_facility_type,3.0,3,1,3,0,0,0,500.0,0.0006,0.0008,166.6667,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,ROOFTOP PATIO,Food Maintenance,,category_rank_in_facility_type,1.0,2,1,6,0,0,0,600.0,0.0011,0.001,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,ROOFTOP PATIO,Food Protection,,category_rank_in_facility_type,2.0,1,1,2,0,0,0,200.0,0.0004,0.0003,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,SERVICE BAR/THEATRE,Food Maintenance,,category_rank_in_facility_type,1.0,1,1,1,0,0,0,100.0,0.0002,0.0002,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,butcher shop,Food Maintenance,,category_rank_in_facility_type,1.0,5,1,9,0,0,0,900.0,0.0017,0.0014,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,butcher shop,Food Protection,,category_rank_in_facility_type,2.0,6,1,8,0,0,0,800.0,0.0015,0.0013,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,butcher shop,Personnel,,category_rank_in_facility_type,3.0,1,1,1,0,0,0,250.0,0.0002,0.0004,250.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,coffee shop,Food Maintenance,,category_rank_in_facility_type,1.0,14,3,28,0,0,0,2200.0,0.0053,0.0035,78.5714,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,coffee shop,Food Protection,,category_rank_in_facility_type,2.0,11,3,13,0,0,0,1100.0,0.0025,0.0018,84.6154,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,coffee shop,Insect and Rodent Control,,category_rank_in_facility_type,3.0,8,3,8,0,0,0,1000.0,0.0015,0.0016,125.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,convenience/drug store,Food Maintenance,,category_rank_in_facility_type,1.0,6,1,15,0,0,0,1300.0,0.0029,0.0021,86.6667,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,convenience/drug store,Compliance,,category_rank_in_facility_type,2.0,2,1,2,0,0,0,250.0,0.0004,0.0004,125.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,convenience/drug store,Food Protection,,category_rank_in_facility_type,3.0,1,1,1,0,0,0,100.0,0.0002,0.0002,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,video store,Food Maintenance,,category_rank_in_facility_type,1.0,2,2,5,0,0,0,500.0,0.001,0.0008,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,6 MONTHS TO 6 YRS. OLD,Food Maintenance,,category_rank_in_facility_type,1.0,1,1,2,0,0,0,200.0,0.0004,0.0003,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,BREWERY,Food Maintenance,,category_rank_in_facility_type,1.0,3,3,5,0,0,0,500.0,0.001,0.0008,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,BREWERY,Food Equipment and Utensil,,category_rank_in_facility_type,2.0,2,1,4,0,0,0,1000.0,0.0008,0.0016,250.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,BREWERY,Insect and Rodent Control,,category_rank_in_facility_type,3.0,4,2,4,0,0,0,1000.0,0.0008,0.0016,250.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Banquet/kitchen,Food Maintenance,,category_rank_in_facility_type,1.0,1,1,2,0,0,0,200.0,0.0004,0.0003,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,CAFE/STORE,Food Maintenance,,category_rank_in_facility_type,1.0,2,2,7,0,0,0,700.0,0.0013,0.0011,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,CAFE/STORE,Food Protection,,category_rank_in_facility_type,2.0,3,2,4,0,0,0,400.0,0.0008,0.0006,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,COFFEE SHOP,Food Maintenance,,category_rank_in_facility_type,1.0,3,3,6,0,0,0,600.0,0.0011,0.001,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,COFFEE SHOP,Food Protection,,category_rank_in_facility_type,2.0,3,3,4,0,0,0,400.0,0.0008,0.0006,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,COFFEE SHOP,Display of Inspection Report Summary,,category_rank_in_facility_type,3.0,1,1,1,0,0,0,250.0,0.0002,0.0004,250.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Cafeteria,Food Maintenance,,category_rank_in_facility_type,1.0,7,1,16,0,0,0,1600.0,0.003,0.0026,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Cafeteria,Food Protection,,category_rank_in_facility_type,2.0,8,1,13,0,0,0,1300.0,0.0025,0.0021,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Daycare Night,Food Maintenance,,category_rank_in_facility_type,1.0,9,2,21,0,0,0,1600.0,0.004,0.0026,76.1905,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Daycare Night,Food Protection,,category_rank_in_facility_type,2.0,5,2,5,0,0,0,400.0,0.001,0.0006,80.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Daycare Night,Compliance,,category_rank_in_facility_type,3.0,4,1,4,0,0,0,500.0,0.0008,0.0008,125.0,Check whether facility-type patterns explain category-level burden.
